NAMEKEY,SALESKEY,ITEMKEY,BALLDATE,BALLDESC,SERIALNO,BALLPRICE,BALLQTY,COLOR,WEIGHT,INSCRIPT,L1GRIP,L1GRIPSIZE,L1HOLESIZE,L1PITCH,L1PITCHF,L1PITCH2,L1PITCHF2,L2GRIP,L2GRIPSIZE,L2HOLESIZE,L2PITCH,L2PITCHF,L2PITCH2,L2PITCHF2,R1GRIP,R1GRIPSIZE,R1HOLESIZE,R1PITCH,R1PITCHF,R1PITCH2,R1PITCHF2,R2GRIP,R2GRIPSIZE,R2HOLESIZE,R2PITCH,R2PITCHF,R2PITCH2,R2PITCHF2,THSLUG,THSLUGSIZE,THHOLESIZE,THPITCH,THPITCHF,THPITCH2,THPITCHF2,BRIDGE,L1CUTTOCUT,L2CUTTOCUT,R1CUTTOCUT,R2CUTTOCUT,L1SPAN,L2SPAN,R1SPAN,R2SPAN,HAXIS,VAXIS,VAXISUORD,STOCKKEY,PININOUT,TOPWEIGHT,BRIDGE1,BRIDGE2,COMMENTS1,COMMENTS2,SIDEWEIGHT,FINGWEIGHT,DRILLING,CGOVER,CGUP,PINOVER,PINUP,OVALANGLE,OVALWIDTH,DRILLTYPE,WHSIZE,WHDEPTH,WHWEIGHT,WHOVER,WHUP,NUMFINGERS,LEFTRIGHT,MACHSETF1,MACHSETF2,MACHSETF3,MACHSETF4,MACHSETTH,OVALANGLEN,OVALWIDTHN,COMMENTS3,SURFTEXTUR,ENDSIDEWH,ENDFINGTH,HAXISLR,MASSBIAS,F1OVALSIZE,F2OVALSIZE,F3OVALSIZE,F4OVALSIZE,ENDWTTOPB,ENDSIDEPM,ENDFTLIT,DIAMTRACK,SALEPERSON,FINISHDATE,DRCOMMENTS,IPSIAWIDTH,OVALCALCUL
10045,0,0,2010-10-28,Elite Joker,,0.0,1,Black,10.0,,None,,,None,None,,,None,,23/32,Lt,Fwrd,3/8,1/8,None,,43/64,Rt,Fwrd,3/8,1/8,None,,,None,None,,,None,,7/8,Rt,None,1/8,,,,,,,,3 3/8,3 9/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,box shiny,,,Right,,,,,,None,None,None,,,,Blank Drill,,IPSIA
10046,0,0,2010-10-28,copy HyRoad,,0.0,1,,14.0,,None,,,None,None,,,Vise Oval,21/32,31/32,Lt,None,3/8,,Vise Oval,39/64,31/32,Rt,None,1/4,,None,,,None,None,,,Vise Urethane S,1 1/8,53/64,None,Rev,,1/8,,,4 5/32,4 7/32,,,4 3/8,4 7/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.890,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10047,0,0,2010-10-28,fitting by Mike,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,25/32,31/32,Lt,Rev,3/8,1/4,Vise Oval,47/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Urethane S,1 3/8,59/64,Rt,Rev,0,1/8,,,,,,,4 1/4,4 3/8,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.000,,,,,Right,,,,,,None,None,None,,,,Updated 1/27/12,,Ebonite
10048,0,0,2010-10-28,Fitting by Mike,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,5/8,31/32,Lt,Rev,3/8,1/8,Vise Oval,43/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/4,53/64,Lt,Rev,1/8,1/4,,,,,,,4 13/16,4 11/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,45,.860,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10050,62,148,2010-10-29,Columbia 300 Freeze,OF210590A,139.95,1,Pink/Black,13.0,,None,,,None,None,,,Vise Power Lift,21/32,31/32,Lt,Rev,1/4,3/8,Vise Power Lift,19/32,31/32,Rt,Rev,1/2,3/8,None,,,None,None,,,Vise Urethane S,1 1/8,51/64,Rt,Rev,1/8,1/4,,,,,,,4 13/16,4 15/16,,,,None,881,2-3,1.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.810,,box shiny,1/8,,Right,,,,,,None,Plus,None,,,,"pin over bridge, cg positive, no hole",,Ebonite
10041,0,0,2010-10-29,Buzzsaw/C,HK87215,0.0,1,Black,15.0,,None,,,None,None,,,None,,45/64,Lt,Rev,3/8,5/16,None,,43/64,Rt,Rev,3/8,7/16,None,,,None,None,,,Vise Urethane S,1 1/4,57/64,Lt,None,1/8,,,,,,,,4 1/4,4 3/8,,5 3/8,3/8,Up,0,1-2,0.0,1/4,,,,0.0,0.0,Label,"4""",to PAP,"4""",to PAP,,,Finger Tip,,,,,,2,Right,,,,,,45,.955,,Bruns Rough Buff,1/4,,Right,,,,,,None,Plus,None,,,,"Blank Drill
his specs

pin and cg 4"" from PAP",,Ebonite
10046,64,152,2010-10-29,Brunswick Anaconda,FCV51046,159.95,1,Black Prl/Emerald Prl,14.0,,None,,,None,None,,,Vise Oval,5/8,VACU,Lt,None,3/8,,Vise Oval,19/32,VACU,Rt,None,1/4,,None,,,None,None,,,Vise IT Thumb S,1 1/8,55/64,None,Rev,,1/8,,,4 5/32,4 7/32,,,4 3/8,4 7/16,,,,None,877,3-4,3.1,1/4,,,,0.0,0.0,Label Shift,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.920,,box shiny,1,,Right,,,,,,None,Plus,None,,,,,,Ebonite
10052,0,0,2010-10-30,Columbia Jazz,3BI90405B,0.0,1,Green/Blue,15.0,,None,,,None,None,,,Vise Power Lift,3/4,31/32,Lt,Fwrd,3/8,1/8,Vise Power Lift,11/16,31/32,Rt,None,3/8,,None,,,None,None,,,None,,29/32,Lt,Rev,1/4,3/8,,,4 7/8,4 31/32,,,5 1/32,5 5/32,,,,None,0,1-2,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1/8,,,2,Right,,,,,,45,.940,,box shiny,1/8,3/4,Right,,,,,,Bottom,None,Finger,,,,"Blank Drill            grip copied from red/blue Jazz
pin over middle finger, cg in grip, no hole
high track player",,Ebonite
10053,68,163,2010-11-01,Brunswick Slingshot,ICU52093,124.95,1,Silver/Black,15.0,,None,,,None,None,,,Vise Oval,11/16,31/32,Lt,Rev,3/8,5/16,Vise Oval,3/4,31/32,Rt,Rev,3/8,3/16,None,,,None,None,,,None,,53/64,Rt,Rev,1,1 1/2,,,4 15/16,4 29/32,,,5 1/8,5 1/16,,,,None,780,2-3,2.9,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,45,.910,,box shiny,,,Right,,,,,,None,None,None,,,,,,Ebonite
10054,0,0,2010-11-01,11/1/10,,0.0,1,,15.0,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,,,,,,,,,,5 9/16,5/16,Up,0,,0.0,,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10055,72,174,2010-11-02,Brunswick Target Zone,FC91312,99.95,1,Magenta/Smoke,14.0,,None,,,None,None,,,None,,47/64,Lt,None,3/8,,None,,11/16,Rt,None,3/8,,None,,,None,None,,,None,,53/64,Lt,Rev,1/8,1/8,,,,,,,3 7/16,3 5/8,,,,None,894,N/A,2.6,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,45,.885,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10056,73,175,2010-11-02,Brunswick Slingshot,ICN41024,124.95,1,Silver/Black,13.0,,None,,,None,None,,,None,,25/32,Lt,Fwrd,3/8,1/8,None,,47/32,Rt,Fwrd,3/8,1/8,None,,,None,None,,,None,,13/16,Lt,Rev,1/4,1/8,,,,,,,3 5/8,3 3/4,,,,None,895,3-4,2.8,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,45,.890,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10057,75,181,2010-11-03,Storm HyRoad,09TTYD16E009,184.95,1,Black/Blue,16.0,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,Rev,3/8,3/8,Vise Oval,23/32,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise Urethane S,1 3/8,27/32,Lt,Rev,1/4,1/4,,,,,,,4 1/2,4 21/32,,,,None,852,2-3,4.38,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.970,,box shiny,1,1,Right,,,,,,None,Plus,Finger,,,,,,Ebonite
10058,0,0,2010-11-03,Storm Reign,10TGNC04F032,0.0,1,Orange Pearl,15.0,,None,,,None,None,,,Vise Oval,5/8,31/32,Lt,Rev,3/8,1/4,Vise Oval,9/16,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,51/64,Rt,Fwrd,1/4,1/8,,,,,,,4 11/16,4 13/16,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1 1/16,,,2,Right,,,,,,45,.805,,box shiny,13/16,1/16,Right,,,,,,Top,Plus,Thumb,,,,"blank drill

use screen and create slight taper to thumb, bigger at top",,Ebonite
10030,0,0,2010-11-03,Black Vendetta,,0.0,1,Black,15.0,,None,,,None,None,,,Vise Oval,11/16,VACU,Lt,Rev,3/8,3/8,Vise Oval,41/64,VACU,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise Urethane S,1 1/4,55/64,Lt,Rev,1/8,3/8,,,,,,,4 15/16,5 1/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.920,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10048,82,194,2010-11-04,Storm Prodigy,10TPGJ21L009,199.95,1,Carbon/Sapphire/Sterling,15.0,,None,,,None,None,,,Vise Oval,5/8,31/32,Lt,Rev,3/8,1/8,Vise Oval,43/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/4,53/64,Lt,Rev,1/8,1/4,,,,,,,4 13/16,4 11/16,,4 3/8,7/16,Up,891,3-4,3.54,1/4,,,,0.0,0.0,55 X 3 3/4 X 20,,,3 3/4,to PAP,,,Finger Tip,27/32,2 3/4,1 1/4,5 1/2,1 D,2,Left,,,,,,45,.860,,"box 4000 Abralon, no polish",,7/8,Left,55 degrees,,,,,Top,None,Finger,,,,"pin over ring finger, stacked, small hole

55 X 3 3/4 X 20",,Ebonite
10061,86,199,2010-11-05,Hammer Emerald Vibe,FLINN,99.95,1,Emerald Green,16.0,,None,,,None,None,,,Vise Oval,11/16,31/32,Lt,Rev,3/8,3/8,Vise Oval,47/64,31/32,Rt,Rev,1/4,3/8,None,,,None,None,,,None,,15/16,Lt,Rev,3/8,1/2,,,4 9/16,4 1/2,,,4 3/4,4 11/16,,,,None,911,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1/4,,,2,Left,,,,,,45,1.015,,box shiny,3/4,5/16,Right,,,,,,Top,Plus,Finger,,,,"Pin over ring finger, cg slightly positive, no hole

copied grip specs from his Virtual Gravity",,Ebonite
10059,0,0,2010-11-06,copy Complete NV,,0.0,1,,15.0,,None,,,None,None,,,Vise Power Lift,25/32,31/32,Lt,Rev,3/8,1/8,Vise Power Lift,3/4,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Urethane S,1 1/4,1,Lt,Rev,3/8,3/8,,,4 11/16,4 29/32,,,4 7/8,5 1/8,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10054,90,205,2010-11-06,Hammer Jigsaw Trap,0C1903298,115.95,1,Blue/Purple/Yellow,15.0,,None,,,None,None,,,Vise Oval,47/64,31/32,Lt,None,3/8,,Vise Oval,11/16,31/32,Rt,None,3/8,,None,,,None,None,,,Vise IT Thumb S,,61/64,Lt,Rev,1/8,1/8,,,4 7/16,4 1/4,,,4 13/16,4 11/16,,5 9/16,5/16,Up,747,2-3,3.0,1/4,,,,0.0,0.0,positive shift,,,4 1/2,to PAP,,,Finger Tip,23/32,2 1/2,,5 1/2,,2,Right,,,,,,45,1.015,,box shiny,3/4,3/4,Right,,,,,,None,Plus,Finger,,,,cut to cut spans are measured pre style,,Ebonite
10064,0,0,2010-11-08,Global Link,9ED05108,0.0,1,Red/Black,15.0,,None,,,None,None,,,Vise Oval,47/64,31/32,Lt,Rev,3/8,1/4,Vise Oval,45/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Urethane S,1 1/4,7/8,Rt,Rev,1/4,1/4,,,,,,,5 1/8,5 1/4,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.910,,box shiny,,,Right,,,,,,None,None,None,,,,"Blank Drill
Fitting by Mike
Weighed out legal",,Ebonite
10065,0,0,2010-11-08,Fitting by Mike,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,25/32,31/32,Lt,Rev,.400,1/4,Vise Oval,45/64,31/32,Rt,Rev,.400,3/8,None,,,None,None,,,Vise Urethane S,1 1/4,7/8,None,Rev,,3/8,,,4 23/32,4 25/32,,,4 7/8,5,,4 5/8,5/8,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.000,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10066,93,213,2010-11-09,Storm Reign Supreme,10TGHI27D027,179.95,1,Scarlet/Burnt Orange,15.0,,None,,,None,None,,,Vise Semi,23/32,31/32,Lt,Rev,1/4,1/8,Vise Semi,11/16,31/32,Rt,None,1/2,,None,,,None,None,,,Vise Urethane S,1 1/4,7/8,Lt,Rev,1/8,3/8,,,4 13/16,4 7/8,,,,,,,,None,882,2-3,2.26,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.955,,box shiny,,,Right,,,,,,None,None,None,,,,,,Ebonite
10067,0,0,2010-11-09,copy Frankie May Gryphon,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,47/64,31/32,Lt,Rev,3/8,1/8,Vise Oval,45/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/4,7/8,Rt,Rev,1/8,1/4,,,4 3/4+,4 13/16,,,4 15/16,5,,,,None,0,,0.0,1 /4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.950,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10004,0,0,2010-11-09,Black Widow Nasty,9K231247B,0.0,1,Black/Purple/Red,15.18,,None,,,None,None,,,Vise Oval,45/64,31/32,Lt,None,3/8,,Vise Oval,43/64,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Urethane S,1 1/4,27/32,Lt,Fwrd,1/8,1/4,,,,,,,3 7/8,3 5/8,,,,None,0,2-3,2.25,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.875,,box shiny,3/4,1/8,Right,,,,,,None,Plus,Finger,,,,"Blank Drill, 

",,Ebonite
10070,0,0,2010-11-10,copy Black Widow Nasty,,0.0,1,,0.0,,None,,,None,None,,,Vise Oval,25/32,31/32,Lt,Rev,3/8,1/8,Vise Oval,23/32,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/4,15/16,Lt,Rev,1/8,1/4,,,4 5/8,4 23/32,,,4 23/32,4 7/8,,4 13/16,3/8,Up,0,2-3,0.0,1/4,,,,0.0,0.0,55 X 4 1/4 X 25,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.985,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10072,0,0,2010-11-11,Revolver,FCP11098,0.0,1,Purple/White,15.18,,None,,,None,None,,,Vise Oval,5/8,31/32,Lt,Rev,3/8,1/8,Vise Oval,39/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/8,49/64,Rt,Rev,1/8,1/8,,,,,,,4 7/16,4 9/16,,,,None,0,2-3,1.6,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.855,,box dull,3/4,,Right,,,,,,None,Plus,None,,,,"straight label shift, no hole.  Coaches are going to try and coach her out of full roller release.",,Ebonite
10073,0,0,2010-11-11,Fitting by Mike,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,39/64,31/32,Lt,None,3/8,,Vise Oval,19/32,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Urethane S,1 1/8,3/4,Rt,None,1/8,,,,,,,,4 9/16,4 11/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.825,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10074,0,0,2010-11-11,Fitting by Mike,,0.0,1,,14.0,,None,,,None,None,,,Vise Semi,55/64,31/32,Lt,Rev,3/8,5/8,Vise Semi,25/32,31/32,Rt,Rev,3/8,3/4,None,,,None,None,,,Vise Urethane S,1 1/4,59/64,Lt,Rev,1/4,5/16,,,,,,,4 15/16,5 1/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.955,,,,,Right,,,,,,None,None,None,,,,.040 back cut after milling oval,,Ebonite
10075,0,0,2010-11-11,Hybrid Dirty Bomb,,0.0,1,Green/Brown,15.0,,None,,,None,None,,,Vise Oval,45/64,31/32,Lt,None,3/8,,Vise Oval,41/64,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Urethane S,1 1/4,27/32,Rt,Rev,1/8,1/8,,,,,,,4 3/4,4 7/8,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.940,,,,,Right,,,,,,None,None,None,,,,"new finger grips
install thumb slug
surfacing
",,Ebonite
10077,0,0,2010-11-12,from frank,,0.0,1,,15.0,,None,,,None,None,,,Vise Power Lift,45/64,31/32,Lt,Rev,3/8,3/8,Vise Power Lift,43/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Oval Sleev,1 1/64,1 1/4,Lt,Fwrd,1/8,1/4,,,4 9/16,4 11/16,,,,,,5 3/8,1/4,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,,,,,,Right,,,,,,None,None,None,,,,"thumb is 3/16 offset to the left
",,IPSIA
10078,0,0,2010-11-12,from Frank,,0.0,1,,14.0,,None,,,None,None,,,Vise Power Lift,23/32,31/32,Lt,Rev,3/8,1/8,Vise Power Lift,45/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/4,29/31,Lt,Fwrd,1/8,1/8,,,4 5/16,4 7/16,,,4 11/16,4 7/8,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.950,,,,,Right,,,,,,None,None,None,,,,cut to cut numbers are to the edge of the 1 1/4 hole,,Ebonite
10079,101,240,2010-11-12,Brunswick Avalanche Urethane,ICP11162,129.95,1,Blue/Purple Pearl,15.0,,None,,,None,None,,,Vise Oval,49/64,31/32,Lt,Rev,3/8,1/2,Vise Oval,47/64,31/32,Rt,Rev,3/8,3/4,None,,,None,None,,,Vise Urethane S,1 3/8,7/8,Lt,Rev,1/4,1/8,,,,,,,4 9/16,4 11/16,,5 1/16,5/8,Up,775,2-3,2.3,1/4,,,,0.0,0.0,Label,3 3/16,to PAP,3 3/16,to PAP,,,Finger Tip,,,1/8,,,2,Right,,,,,,45,1.000,,box shiny,15/16,3/8,Right,,,,,,Bottom,Plus,Finger,,,,.050 back cut after cutting oval,,Ebonite
10080,0,0,2010-11-13,Swagga,,0.0,1,,15.0,,None,,,None,None,,,Vise Power Lift,45/64,31/32,Lt,Rev,1/4,1/4,Vise Power Lift,21/32,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise IT Thumb S,1 1/4,7/8,Lt,Rev,1/4,1/2,,,4 9/32,4 9/32+,,,4 11/16,4 3/4,,5 3/16,1 /2,Up,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,1,2 1/2,,"2"" under",PAP,2,Right,,,,,,,,,box dullish,,,Right,,,,,,None,None,None,,,,"BLANK DRILL

62 X 3 5/8 X 70
",,IPSIA
10081,0,0,2010-11-15,Install Vise IT Thumb,,0.0,1,,0.0,,None,,,None,None,,,Vise Power Lift,,31/32,None,None,,,Vise Power Lift,,31/32,None,None,,,None,,,None,None,,,Vise IT Thumb S,,1 7/16,None,Rev,,1/8,,,4 17/32,4 21/32,,,4 3/4,4 7/8,,,,None,0,,0.0,,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"Mark off cut to cut spans and offset 1 7/16 bit to the right by the width of cutting tip.

",,IPSIA
10082,106,248,2010-11-16,Brunswick Revolver,,179.95,1,Purple/White,15.0,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,,,,,,,,,,,,None,921,N/A,0.0,,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10028,0,0,2010-11-16,Black Widow Nasty,OA050953B,0.0,1,Blue/Purple Pearl,15.0,,None,,,None,None,,,Vise Power Lift,55/64,1 1/32,Lt,None,1/4,,Vise Power Lift,53/64,1 1/32,Rt,None,1/2,,None,,,None,None,,,None,,31/32,Lt,Rev,1/8,1/4,,,,,,,4 17/32,4 11/16+,,,,None,775,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.005,,box shiny,3/4,1/2,Right,,,,,,None,Plus,Finger,,,,"Full plug and drill to new layout

pin high over middle finger, cg between fingers, mb right of thumb hole, no hole",,Ebonite
10082,110,256,2010-11-16,Storm Invasion,,219.95,1,Violet/Crimson/Sapphire,15.0,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,,,,,,,,,,,,None,932,N/A,0.0,,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10082,111,259,2010-11-16,Storm Invasion,,219.95,1,Violet/Crimson/Sapphire,15.0,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,None,,,None,None,,,,,,,,,,,,,,None,932,N/A,0.0,,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10084,0,0,2010-11-16,Invasion,09TNVL09K051,0.0,1,Violet/Crimson/Sapphire,15.0,,None,,,None,None,,,Vise Oval,39/64,31/32,Lt,Rev,3/8,3/8,Vise Oval,19/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Urethane S,1 1/8,49/64,Rt,None,1/8,,,,,,,,4 5/16,4 7/16,,,,None,0,3-4,2.8,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1 1/2,,,2,Right,,,,,,45,.835,,box,3/8,1/4,Right,,,,,,Top,Plus,Finger,,,,"Pin over bridge on span line, MB strong, no hole",,Ebonite
10085,0,0,2010-11-16,Invasion,,0.0,1,Violet/Crimson/Sapphire,15.0,,None,,,None,None,,,Vise Oval,39/64,31/32,Lt,Rev,1/4,1/4,Vise Oval,9/16,61/64,Rt,Rev,1/2,3/8,None,,,None,None,,,Vise Urethane S,1 1/8,25/32,None,Rev,,1/8,,,,,,,4 5/16,4 7/16,,,,None,0,3-4,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.800,,box,,,Right,,,,,,None,None,None,,,,"pin over bridge, MB strong, no hole",,Ebonite
10084,0,0,2010-11-17,Agent,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,39/64,31/32,Lt,Rev,3/8,3/8,Vise Oval,19/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Urethane S,1 1/8,49/64,Rt,None,1/8,,,,,,,,4 5/16,4 7/16,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1 1/2,,,2,Right,,,,,,45,.835,,box,3/8,1/4,Right,,,,,,Top,Plus,Finger,,,,"pin under the bridge, cg out, small hole straight over from grip center

plug thumb, drop fill fingers, grips, slug",,Ebonite
10086,113,267,2010-11-17,Hammer Hot Sauce Pearl,,99.95,1,Black/Violet/Blue,14.0,,None,,,None,None,,,Vise Oval,39/64,31/32,Lt,Rev,3/8,1/2,Vise Oval,21/32,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise Urethane S,1 1/8,3/4,Lt,Rev,1/8,1/8,,,,,,,4 3/4,4 11/16,,,,None,746,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,45,.810,,box shiny,,,Right,,,,,,None,None,None,,,,,,Ebonite
10089,0,0,2010-11-18,Hammer 2001,,0.0,1,,15.0,,None,,,None,None,,,Vise Power Lift,43/64,31/32,Lt,Rev,3/8,1/8,Vise Power Lift,41/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/4,51/64,None,Rev,,1/2,,,4 1/8,4 1/8,,,,,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.910,,,,,Right,,,,,,None,None,None,,,,"new grips, reslug thumb",,Ebonite
10093,0,0,2010-11-20,Reign of Fire,,0.0,1,,15.0,,None,,,None,None,,,Vise Power Lift,45/64,31/32,Lt,None,3/8,,Vise Power Lift,21/32,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Urethane S,1 1/4,53/64,Lt,Rev,1/8,1/8,,,,,,,4 7/8,4 13/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.990,,,,,Right,,,,,,None,None,None,,,,Install new thumb slug,,Ebonite
10095,122,286,2010-11-20,Storm Prodigy,10TPGI14G038,199.95,1,Carbon/Sapphire/Sterling,15.0,,None,,,None,None,,,Vise Oval,43/64,31/32,Lt,Rev,3/8,1/4,Vise Oval,45/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/4,7/8,Lt,Rev,1/8,3/8,,,,,,,5 11/16,5 9/16,,,,None,891,3-4,3.36,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,1,2 1/2,2,"6 "" from",grip ctr,2,Left,,,,,,45,.950,,up to 4000 Abralon no polish,1/8,9/16,Right,,,,,,Top,Plus,Finger,,,,"extra hole 6"" from grip center through CG",,Ebonite
